rodada,atleta_id,apelido,clube_id,clube,posicao_id,posicao,pontuacao,entrou_em_campo,foto,G,A,FD,FF,DE,DS,FS,FC,CA,CV,GS,SG,I,DP,FT,PC,PP,PS,V
12,80196,Yago Pikachu,356,FOR,4,Meia,18.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12,133669,Alysson,284,GRE,5,Atacante,17.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,1,1,0,0,5,3,1,0,0,0,0,0,0,1,0,0,0,0
12,93716,Paulo Henrique,267,VAS,2,Lateral,14.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,2,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
12,122486,Rayan,267,VAS,5,Atacante,14.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
12,106593,Villalba,283,CRU,3,Zagueiro,13.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0
12,89637,Thiago Maia,285,INT,4,Meia,13.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0
12,107093,Luciano Juba,265,BAH,2,Lateral,12.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0
12,112709,Kaiki Bruno,283,CRU,2,Lateral,12.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0,0,2,0,4,2,4,0,0,0,1,0,0,0,0,0,0,0
12,89368,Braithwaite,284,GRE,5,Atacante,11.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
12,94207,Guilherme,277,SAN,5,Atacante,11.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0
12,89275,William,283,CRU,2,Lateral,10.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0
