rodada,atleta_id,apelido,clube_id,clube,posicao_id,posicao,pontuacao,entrou_em_campo,foto,G,A,FD,FF,DE,DS,FS,FC,CA,CV,GS,SG,I,DP,FT,PC,PP,PS,V
24,68685,Alan Patrick,285,INT,4,Meia,16.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0
24,78850,Reinaldo,2305,MIR,2,Lateral,16.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,89274,Andreas Pereira,275,PAL,4,Meia,16,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112863,Ramón Sosa,275,PAL,5,Atacante,15.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1,0,0,5,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
24,121792,André,284,GRE,5,Atacante,15.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0
24,81150,Mayke,277,SAN,2,Lateral,14.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0,1,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0
24,133669,Alysson,284,GRE,5,Atacante,12.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
24,102975,Escobar,277,SAN,2,Lateral,12,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0,0,1,0,4,3,1,1,0,0,1,0,0,0,0,0,0,0
24,112709,Kaiki Bruno,283,CRU,2,Lateral,11.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
24,106708,Igor Formiga,286,JUV,2,Lateral,11.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
