rodada,atleta_id,apelido,clube_id,clube,posicao_id,posicao,pontuacao,entrou_em_campo,foto,G,A,FD,FF,DE,DS,FS,FC,CA,CV,GS,SG,I,DP,FT,PC,PP,PS,V
6,94583,Pedro,262,FLA,5,Atacante,26,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,87863,Arrascaeta,262,FLA,4,Meia,19.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1,1,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
6,68685,Alan Patrick,285,INT,4,Meia,17.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,111466,Victor Gabriel,285,INT,3,Zagueiro,17.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6,81881,João Ricardo,356,FOR,1,Goleiro,16.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,39148,Hulk,282,CAM,5,Atacante,15.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1,1,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
6,100898,Vitinho,263,BOT,2,Lateral,15.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0
6,104271,Hereda,292,SPT,2,Lateral,13.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0,1,0,0,5,1,2,0,0,0,1,1,0,0,0,0,0,0
6,97899,Matheus Bahia,354,CEA,2,Lateral,13.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,1,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0
6,104528,Igor Jesus,263,BOT,5,Atacante,13.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,1,2,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0
6,107093,Luciano Juba,265,BAH,2,Lateral,12.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
6,130884,Igor Serrote,284,GRE,2,Lateral,12.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0
6,70360,Eduardo Sasha,280,RBB,5,Atacante,12.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6,42234,Cássio,283,CRU,1,Goleiro,11.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,78850,Reinaldo,2305,MIR,2,Lateral,11.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
6,86757,Everton,262,FLA,5,Atacante,11.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
6,115239,Wesley,262,FLA,2,Lateral,10.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0,0,0,0,4,3,2,1,0,0,1,0,0,0,0,0,0,0
6,139076,Filipe Luís,262,FLA,6,Técnico,10.56,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,91607,Rony,282,CAM,5,Atacante,10,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
6,91639,Igor Cariús,292,SPT,2,Lateral,9.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
6,102975,Escobar,277,SAN,2,Lateral,9.8,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
