rodada,atleta_id,apelido,clube_id,clube,posicao_id,posicao,pontuacao,entrou_em_campo,foto,G,A,FD,FF,DE,DS,FS,FC,CA,CV,GS,SG,I,DP,FT,PC,PP,PS,V
25,93716,Paulo Henrique,267,VAS,2,Lateral,26.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1,1,0,0,0,5,2,1,0,0,0,1,0,0,0,0,0,0,0
25,105436,Carrascal,262,FLA,4,Meia,17.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,2,0,2,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0
25,112886,Lucas Barbosa,280,RBB,5,Atacante,17.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0
25,81881,João Ricardo,356,FOR,1,Goleiro,15.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,0,0,0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0
25,68991,Lucas Sasha,356,FOR,4,Meia,14.8,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0
25,118775,Lautaro Díaz,277,SAN,5,Atacante,14.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
25,93411,Cantalapiedra,287,VIT,5,Atacante,14.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
25,122486,Rayan,267,VAS,5,Atacante,14.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1,0,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0
25,91101,Ronaldo,265,BAH,1,Goleiro,13.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,121792,André,284,GRE,5,Atacante,13.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
