rodada,atleta_id,apelido,clube_id,clube,posicao_id,posicao,pontuacao,entrou_em_campo,foto,G,A,FD,FF,DE,DS,FS,FC,CA,CV,GS,SG,I,DP,FT,PC,PP,PS,V
30,105563,Carlos Vinícius,284,GRE,5,Atacante,25.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3,0,0,1,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0
30,99198,Vegetti,267,VAS,5,Atacante,18.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
30,96353,Joaquín Correa,263,BOT,5,Atacante,16.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,73384,Samuel Xavier,266,FLU,2,Lateral,15.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0
30,107873,Bobadilla,276,SAO,4,Meia,15.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
30,80287,Luciano,276,SAO,5,Atacante,14.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
30,93716,Paulo Henrique,267,VAS,2,Lateral,14.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0
30,107170,Jeffinho,263,BOT,5,Atacante,13.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
30,133669,Alysson,284,GRE,5,Atacante,13.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,1,1,3,0,2,5,2,1,0,0,0,0,0,0,0,0,1,0
30,72294,Everson,282,CAM,1,Goleiro,12.8,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,104758,Enzo Díaz,276,SAO,2,Lateral,12.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0,1,0,0,4,2,3,0,0,0,1,0,0,0,0,0,0,0
