rodada,atleta_id,apelido,clube_id,clube,posicao_id,posicao,pontuacao,entrou_em_campo,foto,G,A,FD,FF,DE,DS,FS,FC,CA,CV,GS,SG,I,DP,FT,PC,PP,PS,V
36,102928,Canobbio,266,FLU,5,Atacante,22.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2,0,1,0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0
36,132071,Serna,266,FLU,5,Atacante,21.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,122486,Rayan,267,VAS,5,Atacante,19.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,63007,Neymar,277,SAN,4,Meia,19.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,116706,Andrés Gómez,267,VAS,5,Atacante,17.8,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1,1,0,2,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0
36,97645,Thiago Couto,287,VIT,1,Goleiro,16.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,102253,Lucas Halter,287,VIT,3,Zagueiro,16.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,0,1,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0
36,100987,Nonato,266,FLU,4,Meia,14.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,93716,Paulo Henrique,267,VAS,2,Lateral,13.6,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
36,95466,Igor Vinícius,277,SAN,2,Lateral,13.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0
36,99366,Luis Zubeldía,266,FLU,6,Técnico,12.68,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
