rodada,atleta_id,apelido,clube_id,clube,posicao_id,posicao,pontuacao,entrou_em_campo,foto,G,A,FD,FF,DE,DS,FS,FC,CA,CV,GS,SG,I,DP,FT,PC,PP,PS,V
26,113103,Flaco López,275,PAL,5,Atacante,25.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
26,107170,Jeffinho,263,BOT,5,Atacante,16.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
26,90943,Zé Marcos,287,VIT,3,Zagueiro,15.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,0,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0
26,105214,Santiago Rodríguez,263,BOT,4,Meia,14.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0
26,100848,Luan Cândido,292,SPT,2,Lateral,13.8,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1,0,0,0,0,5,0,2,0,0,0,0,1,0,0,1,0,0,0
26,108588,Tapia,276,SAO,5,Atacante,13.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1,0,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0
26,104075,Sabino,276,SAO,3,Zagueiro,13,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
26,103295,Eric Ramires,280,RBB,4,Meia,12.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1,0,0,1,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0
26,68928,Rafael,276,SAO,1,Goleiro,12.8,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,78850,Reinaldo,2305,MIR,2,Lateral,12.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,0,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0
26,102253,Lucas Halter,287,VIT,3,Zagueiro,11.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
26,104758,Enzo Díaz,276,SAO,2,Lateral,11.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
26,118775,Lautaro Díaz,277,SAN,5,Atacante,11.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1,0,1,1,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0
26,99552,Rossi,262,FLA,1,Goleiro,11.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,89837,Lucho Acosta,266,FLU,4,Meia,11.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
26,114802,Vitor Roque,275,PAL,5,Atacante,11.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1,0,1,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0
26,116065,Cuiabano,263,BOT,2,Lateral,11.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
26,107989,Carbonero,285,INT,5,Atacante,10.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1,0,2,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0
26,97321,Alesson,2305,MIR,5,Atacante,10.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,1,0,1,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0
26,102130,Piquerez,275,PAL,2,Lateral,10,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
26,106822,Rodrigo Nestor,265,BAH,4,Meia,9.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
26,82455,Zé Rafael,277,SAN,4,Meia,9.6,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0,0,1,0,2,2,4,0,0,0,0,0,0,2,0,0,0,0
26,42234,Cássio,283,CRU,1,Goleiro,9.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,110506,Abel Ferreira,275,PAL,6,Técnico,9.24,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,110759,John Kennedy,266,FLU,5,Atacante,9.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,132071,Serna,266,FLU,5,Atacante,9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
26,103347,Matheus Alexandre,292,SPT,2,Lateral,8.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0
26,71631,Weverton,275,PAL,1,Goleiro,8.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,103912,Hernán Crespo,276,SAO,6,Técnico,8.870000000000001,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,101727,Matheuzinho,264,COR,2,Lateral,8.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
26,70592,Felipe Anderson,275,PAL,4,Meia,8.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
26,133543,Gui Negão,264,COR,5,Atacante,8.6,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
