rodada,atleta_id,apelido,clube_id,clube,posicao_id,posicao,pontuacao,entrou_em_campo,foto,G,A,FD,FF,DE,DS,FS,FC,CA,CV,GS,SG,I,DP,FT,PC,PP,PS,V
10,130811,Souza,277,SAN,2,Lateral,18.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,1,0,0,0,6,1,2,0,0,0,1,0,0,0,0,0,0,0
10,78850,Reinaldo,2305,MIR,2,Lateral,18.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,0,0,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0
10,99552,Rossi,262,FLA,1,Goleiro,14.6,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0,0,0,2,0,2,0,1,0,0,1,0,1,0,0,0,0,0
10,103056,Gabriel Brazão,277,SAN,1,Goleiro,14.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,83257,Gabriel,283,CRU,5,Atacante,13.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,103445,Kaio Jorge,283,CRU,5,Atacante,13.8,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,0,3,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
10,88393,Ayrton Lucas,262,FLA,2,Lateral,12.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
10,124271,Gustavo Prado,285,INT,4,Meia,12.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1,0,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
10,82775,Lucas Ramon,2305,MIR,2,Lateral,12.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0
10,101319,Guga,266,FLU,2,Lateral,12,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,0,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0
10,115248,Jhon Jhon,280,RBB,4,Meia,11.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
10,112709,Kaiki Bruno,283,CRU,2,Lateral,11.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0,0,2,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0
10,104250,João Victor,267,VAS,3,Zagueiro,10.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
10,108683,Emiliano Martínez,275,PAL,4,Meia,10.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0
10,110715,Andrés Hurtado,280,RBB,2,Lateral,10.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0,0,0,0,5,0,4,1,0,0,1,0,0,0,0,0,0,0
10,105584,Lucas Piton,267,VAS,2,Lateral,10.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0
10,94968,Juninho Capixaba,280,RBB,2,Lateral,10,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0,1,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0
10,107726,Chrystian Barletta,292,SPT,5,Atacante,9.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,87863,Arrascaeta,262,FLA,4,Meia,9.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
10,92087,Lyanco,282,CAM,3,Zagueiro,9.6,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0,0,1,0,3,3,4,1,0,0,1,0,0,0,0,0,0,0
10,111309,Gustavo Martins,284,GRE,3,Zagueiro,9.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
10,83528,Léo Pereira,262,FLA,3,Zagueiro,9.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
10,89368,Braithwaite,284,GRE,5,Atacante,9.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10,132553,Jemmes,2305,MIR,3,Zagueiro,9.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0
10,72018,Tiago Volpi,284,GRE,1,Goleiro,9.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10,79701,Lucas Silva,283,CRU,4,Meia,9.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
10,94207,Guilherme,277,SAN,5,Atacante,9.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10,89275,William,283,CRU,2,Lateral,9.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0,1,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0
10,51413,Walter,2305,MIR,1,Goleiro,8.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,122486,Rayan,267,VAS,5,Atacante,8.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0,1,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0
10,101727,Matheuzinho,264,COR,2,Lateral,8.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
10,126977,Fernando Seabra,280,RBB,6,Técnico,8.469999999999999,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,80287,Luciano,276,SAO,5,Atacante,8.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
10,105531,Matheus Bidu,264,COR,2,Lateral,8.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
10,88963,Leonardo Jardim,283,CRU,6,Técnico,8.24,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,139076,Filipe Luís,262,FLA,6,Técnico,8.09,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,104027,Rafael Guanaes,2305,MIR,6,Técnico,7.85,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,78479,Cleber Xavier,277,SAN,6,Técnico,7.79,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,101574,Hugo Souza,264,COR,1,Goleiro,7.6,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,39148,Hulk,282,CAM,5,Atacante,7.6,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0,0,3,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0
10,91639,Igor Cariús,292,SPT,2,Lateral,7.6,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0
10,93882,Cleiton,280,RBB,1,Goleiro,7.6,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,104271,Hereda,292,SPT,2,Lateral,7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0,0,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0
10,89637,Thiago Maia,285,INT,4,Meia,7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10,37281,Mano Menezes,284,GRE,6,Técnico,6.85,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,77485,Carrillo,264,COR,4,Meia,6.8,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
