rodada,atleta_id,apelido,clube_id,clube,posicao_id,posicao,pontuacao,entrou_em_campo,foto,G,A,FD,FF,DE,DS,FS,FC,CA,CV,GS,SG,I,DP,FT,PC,PP,PS,V
7,100652,Yuri Alberto,264,COR,5,Atacante,24.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
7,99552,Rossi,262,FLA,1,Goleiro,15.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0,0,0,8,0,0,0,0,0,2,0,0,1,0,0,0,0,0
7,70666,Marllon,354,CEA,3,Zagueiro,15.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0
7,99815,Arias,266,FLU,4,Meia,14.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,2,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
7,107554,Natanael,282,CAM,2,Lateral,14.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0,2,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0
7,113397,Cristian Olivera,284,GRE,5,Atacante,13.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,0,1,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0
7,85048,Memphis Depay,264,COR,5,Atacante,13.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,1,1,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0
7,103445,Kaio Jorge,283,CRU,5,Atacante,13.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,110510,Aguirre,285,INT,2,Lateral,12.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0
7,124526,Giay,275,PAL,2,Lateral,12.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0
7,87999,Gustavo Scarpa,282,CAM,4,Meia,12.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
7,78117,Everaldo,266,FLU,5,Atacante,12.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,97899,Matheus Bahia,354,CEA,2,Lateral,12.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0
7,87225,Pedro Henrique,280,RBB,3,Zagueiro,12,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
7,87863,Arrascaeta,262,FLA,4,Meia,12,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
7,110727,Rubens,282,CAM,4,Meia,11.7,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0,1,2,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0
7,130884,Igor Serrote,284,GRE,2,Lateral,11.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0,0,1,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0
7,81121,Lucas Mugni,354,CEA,4,Meia,11.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,1,0,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0
7,72294,Everson,282,CAM,1,Goleiro,11,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0,0,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7,72583,Pedro Henrique,354,CEA,5,Atacante,10.8,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,0,2,2,0,1,6,2,0,0,0,0,1,0,1,0,0,0,0
7,102130,Piquerez,275,PAL,2,Lateral,10.4,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
7,104085,Bruno Fuchs,275,PAL,3,Zagueiro,10.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
7,105811,Wesley,285,INT,5,Atacante,10.3,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,1,1,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0
7,71631,Weverton,275,PAL,1,Goleiro,10.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,85004,Marcos Felipe,265,BAH,1,Goleiro,10.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,94968,Juninho Capixaba,280,RBB,2,Lateral,10.1,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0,1,1,0,2,2,3,0,0,0,1,0,0,0,0,0,0,0
7,37457,Léo Condé,354,CEA,6,Técnico,10.06,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,132071,Serna,266,FLU,5,Atacante,10,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,71571,Fernando Miguel,354,CEA,1,Goleiro,9.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0
7,69138,Pablo,292,SPT,5,Atacante,9.5,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,114802,Vitor Roque,275,PAL,5,Atacante,9.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
7,96610,Matheus Pereira,283,CRU,4,Meia,9.2,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0,3,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0
7,104994,Wagner Leonardo,284,GRE,3,Zagueiro,9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0
7,37281,Mano Menezes,284,GRE,6,Técnico,8.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,93882,Cleiton,280,RBB,1,Goleiro,8.9,Sim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
